time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,,,,,,,,
12:54.7,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.683356514,0.691131426,0.750687966,0.05244904,0.065648277,0.092269872,0.139347027,0.013861781,0.150192763,3.14E-05,0.000360019,0.000212005,0.000418239,0.000445666,4.51E-05,0.000191683,1.37E-06,0.000257177,61.60,,,,,,,,
12:54.7,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.682892907,0.683573532,0.772387314,0.195606383,0.168653818,0.225148645,0.283150727,0.033989024,0.332975889,2.45E-05,0.000206147,0.000217344,0.000238071,0.001138623,3.29E-05,8.81E-05,1.32E-05,0.000172922,61.70,,,,,,,,
12:54.7,3,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.670839128,0.675073988,0.758249669,-0.063927387,-0.033443133,-0.021338284,0.040838331,0.003078246,0.039060059,4.17E-05,0.000618644,0.000400076,0.000127339,0.006921358,0.000641185,0.002137648,1.03E-05,0.001918291,61.80,,,,,,,,
12:54.6,3,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.687528975,0.691259731,0.763233876,-0.011328863,0.007463136,0.031325371,0.050191616,0.039414966,0.347210844,5.59E-06,0.000179071,0.000379891,0.000331671,0.001351639,9.24E-06,1.58E-05,0.000109539,0.008073651,61.90,-0.16947919,-0.143810983,-0.191501157,0.365036137,0.001540625,0.002422245,0.001564532,0.009614672
12:54.6,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68984701,0.700223714,0.778606965,0.068194557,0.112949346,0.119018318,0.166176519,0.019456013,0.181733553,0,0,0,0,0,0,0,0,0,62.00,,,,,,,,
12:50.0,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.694019471,0.698689956,0.7960199,0.143114429,0.185866013,0.193342642,0.24457018,0.031605866,0.280468393,0,0,0,0,0,0,0,0,0,62.10,,,,,,,,
12:50.0,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66620306,0.671610169,0.788557214,-0.083371159,0.004084967,-0.026861362,0.042292358,0.004391047,0.041422477,0,0,0,0,0,0,0,0,0,62.20,,,,,,,,
08:07.4,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.677329624,0.686403509,0.778606965,-0.031484278,0.085580065,0.035191934,0.053147003,0.032569188,0.259250812,0,0,0,0,0,0,0,0,0,62.30,-0.139726536,-0.080912365,-0.155036534,0.266173835,0,0,0,0
07:50.8,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.685674548,0.69047619,0.793532338,-0.041288199,0.065972222,0.024684054,0.037277958,0.004035121,0.037990547,0,0,0,0,0,0,0,0,0,62.40,,,,,,,,
07:50.7,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.681502086,0.714640199,0.71641791,-0.024867046,0.085171569,0.042930847,0.072201879,0.007017938,0.074941112,0,0,0,0,0,0,0,0,0,62.50,,,,,,,,
07:50.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.680111266,0.691964286,0.771144279,0.028860353,0.095383987,0.083234723,0.120771952,0.013606442,0.128710974,0,0,0,0,0,0,0,0,0,62.60,,,,,,,,
07:50.4,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.675938804,0.680942184,0.791044776,0.194640748,0.192401961,0.228629242,0.2750986,0.037374193,0.321719634,0,0,0,0,0,0,0,0,0,62.70,,,,,,,,
07:50.4,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.677329624,0.688053097,0.773631841,-0.079476211,0.051062092,-0.008851233,0.01423894,0.001446918,0.014138519,0,0,0,0,0,0,0,0,0,62.80,,,,,,,,
03:14.9,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.688456189,0.695175439,0.788557214,-0.025813199,0.058823529,0.035191934,0.053147003,0.025615085,0.238461276,0,0,0,0,0,0,0,0,0,62.90,-0.115740167,-0.07595038,-0.136273486,0.231471631,0,0,0,0
03:00.0,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.681502086,0.709046455,0.725,0.050103315,0.017076054,0.064129332,0.102968223,0.008555771,0.108663991,0,0,0,0,0,0,0,0,0,63.00,,,,,,,,
02:53.1,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.684283727,0.706443914,0.74,0.146782971,0.121546478,0.162273452,0.225599677,0.021649602,0.255666327,0,0,0,0,0,0,0,0,0,63.10,,,,,,,,
02:53.0,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.656467316,0.681710214,0.7175,0.043978685,-0.043916108,0.044294621,0.071120941,0.005909537,0.073776732,0,0,0,0,0,0,0,0,0,63.20,,,,,,,,
58:10.0,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.687065369,0.709832134,0.74,0.041569214,-0.018564736,0.050906191,0.081736701,0.044295411,0.362191614,0,0,0,0,0,0,0,0,0,63.30,-0.179664592,-0.174450808,-0.209248605,0.409956451,0,0,0,0
57:53.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.687065369,0.703962704,0.755,-0.008892966,-0.071719427,-0.000202987,0.000340301,2.71E-05,0.000340244,0,0,0,0,0,0,0,0,0,63.40,,,,,,,,
57:53.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.66620306,0.709424084,0.6775,-0.011281653,-0.083147248,-0.005915615,0.011239669,0.000789228,0.011176974,0,0,0,0,0,0,0,0,0,63.50,,,,,,,,
57:53.7,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.69123783,0.713942308,0.7425,0.078736078,0.048469723,0.094258373,0.143272727,0.012575417,0.154635646,0,0,0,0,0,0,0,0,0,63.60,,,,,,,,
57:53.6,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.685674548,0.702325581,0.755,0.214967962,0.120933491,0.217065391,0.278038815,0.028959631,0.325783902,0,0,0,0,0,0,0,0,0,63.70,,,,,,,,
57:53.5,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.673157163,0.696897375,0.73,-0.059264859,-0.146591357,-0.056647818,0.105866414,0.00755763,0.100629113,0,0,0,0,0,0,0,0,0,63.80,,,,,,,,
53:18.1,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.68984701,0.705336427,0.76,0.014356739,-0.025220018,0.027765695,0.044581539,0.041680127,0.344659135,0,0,0,0,0,0,0,0,0,63.90,-0.184306024,-0.164340835,-0.211419107,0.399532171,0,0,0,0
53:03.3,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.695410292,0.685,0.746594005,0.025566456,0.042414963,0.082740901,0.132770284,0.01283269,0.142451382,0,0,0,0,0,0,0,0,0,64.00,,,,,,,,
52:58.4,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.692628651,0.676328502,0.762942779,0.129779941,0.096995779,0.17522263,0.244249726,0.027176131,0.280044283,0,0,0,0,0,0,0,0,0,64.10,,,,,,,,
52:58.4,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.684283727,0.670731707,0.749318801,-0.074523509,-0.082636762,-0.024146275,0.043844551,0.003744963,0.042910581,0,0,0,0,0,0,0,0,0,64.20,,,,,,,,
48:14.3,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.688456189,0.665127021,0.784741144,-0.019729191,-0.007407101,0.034909826,0.055374206,0.038505806,0.318219378,0,0,0,0,0,0,0,0,0,64.30,-0.142721915,-0.112434383,-0.160898888,0.292379696,0,0,0,0
47:53.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.677329624,0.654462243,0.779291553,-0.030075047,-0.030662915,0.019057597,0.030580795,0.002955736,0.031058144,0,0,0,0,0,0,0,0,0,64.40,,,,,,,,
47:53.7,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.678720445,0.688888889,0.675749319,-0.044773564,-0.032111231,0.008106962,0.015982297,0.001257348,0.016111391,0,0,0,0,0,0,0,0,0,64.50,,,,,,,,
47:53.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.678720445,0.667487685,0.738419619,0.049750688,0.05309112,0.099316521,0.153996403,0.015403483,0.167231668,0,0,0,0,0,0,0,0,0,64.60,,,,,,,,
47:53.5,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.687065369,0.66745283,0.771117166,0.177210438,0.192626003,0.229751303,0.296314765,0.035633249,0.351424132,0,0,0,0,0,0,0,0,0,64.70,,,,,,,,
47:53.4,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.662030598,0.640271493,0.771117166,-0.053041092,-0.004800132,0.001484198,0.002409639,0.000230191,0.002412546,0,0,0,0,0,0,0,0,0,64.80,,,,,,,,
43:09.4,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.684283727,0.673267327,0.741144414,-0.022530128,-0.011214102,0.031018484,0.052846306,0.050949685,0.458512121,0,0,0,0,0,0,0,0,0,64.90,-0.208391379,-0.191141732,-0.226810876,0.464104607,0,0,0,0
42:55.5,3,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.683333333,0.743325706,0.814710485,-0.086523106,0.056959894,-0.053907057,0.077024633,0.0117,0.074186856,2.22E-05,0.001810358,0.001878718,0.000609221,0.003971365,2.28E-05,3.58E-05,1.33E-06,3.08E-05,65.00,,,,,,,,
42:55.5,3,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.683333333,0.736504237,0.828794992,-0.108369315,0.035398122,-0.066934728,0.101242171,0.014966667,0.093335481,8.89E-05,0.001947565,0.001014692,0.009976147,0.006381531,0.002849171,0.007744138,0.000151682,0.006116648,65.10,,,,,,,,
42:55.5,3,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.656666667,0.69512365,0.880046948,-0.028268759,-0.020551898,-0.019545051,0.081420929,0.0144,0.078277936,2.22E-05,0.001148655,0.00297571,0.006935163,0.013748561,0.007018244,0.004660333,0.000134507,0.003979834,65.20,,,,,,,,
42:55.4,3,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.66,0.696204223,0.877464789,-0.055102204,-0.030627349,-0.053999462,0.068146766,0.011533333,0.065467281,6.67E-05,0.000438094,0.00028698,0.001293118,2.70E-05,0.00058653,0.001030427,2.47E-05,0.000922049,65.30,,,,,,,,
42:55.4,3,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.686666667,0.709067097,0.899217527,-0.004489784,-0.019968579,-0.018284148,0.032015636,0.0059,0.031009145,0.000688889,0.001303794,0.000529779,0.002003001,0.000526328,0.001239821,0.001183955,3.98E-05,0.001085194,65.40,,,,,,,,
42:55.4,3,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.613333333,0.753870214,0.634507042,-0.141752233,-0.074874362,-0.131721894,0.304949815,0.028566667,0.251952979,0.000555556,0.001993582,0.000153078,0.010006127,0.002599471,0.009306015,0.044130637,0.000385376,0.02975788,65.50,,,,,,,,
42:55.4,3,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.69,0.713853727,0.894522692,-0.108005704,-0.03867794,-0.096146367,0.12775452,0.020966667,0.117446862,0.0008,0.001593416,0.000685539,0.004535453,0.001254635,0.00345409,0.007297392,0.000164816,0.005475699,65.60,,,,,,,,
42:55.3,3,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.7,0.721008576,0.899217527,-0.177530316,-0.08493107,-0.167808148,0.236515372,0.036766667,0.207958645,0.001066667,0.001826275,0.000662028,0.007290539,0.006446412,0.005212825,0.013444363,0.000260229,0.008618817,65.70,,,,,,,,
42:55.3,3,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.676666667,0.686287401,0.956025039,-0.028499887,0.021975263,-0.014574124,0.041630955,0.0083,0.040553613,0.000822222,0.001573476,0.000354182,0.002287313,0.001545064,0.002081184,0.001042292,3.99E-05,0.000930752,65.80,,,,,,,,
42:55.3,3,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.703333333,0.722058824,0.905633803,-0.093991555,-0.033908019,-0.080834739,0.118430781,0.018666667,0.107286674,0.000422222,0.001120242,0.00031343,0.009492495,0.000519862,0.007041946,0.012012632,0.000288889,0.009209339,65.90,,,,,,,,
42:55.2,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.69,0.763157895,0.816901408,-0.091093117,0.106275304,-0.060661765,0.084398977,0.0132,0.081025895,0,0,0,0,0,0,0,0,0,66.00,,,,,,,,
42:53.5,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.69,0.756410256,0.830985915,-0.062246964,0.087044534,-0.044117647,0.058823529,0.0096,0.057158414,0,0,0,0,0,0,0,0,0,66.10,,,,,,,,
42:53.4,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.712643678,0.873239437,-0.107540486,-0.186234818,-0.130514706,0.167058824,0.0284,0.154486758,0,0,0,0,0,0,0,0,0,66.20,,,,,,,,
40:56.7,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.65,0.709302326,0.85915493,-0.095774291,-0.023279352,-0.069852941,0.085972851,0.0152,0.082476222,0,0,0,0,0,0,0,0,0,66.30,,,,,,,,
40:52.3,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.7,0.730337079,0.915492958,-0.067054656,-0.028340081,-0.068014706,0.080610022,0.0148,0.077525717,0,0,0,0,0,0,0,0,0,66.40,,,,,,,,
40:52.2,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.58,0.737704918,0.633802817,-0.224822874,-0.146761134,-0.207720588,0.443137255,0.0452,0.366819393,0,0,0,0,0,0,0,0,0,66.50,,,,,,,,
40:52.1,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.71,0.75,0.887323944,-0.199139676,-0.061740891,-0.178308824,0.248081841,0.0388,0.221607846,0,0,0,0,0,0,0,0,0,66.60,,,,,,,,
40:52.0,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.74,0.771084337,0.901408451,-0.285678138,-0.08097166,-0.255514706,0.389355742,0.0556,0.328840145,0,0,0,0,0,0,0,0,0,66.70,,,,,,,,
40:52.0,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.71,0.71875,0.971830986,-0.093623482,-0.03340081,-0.079044118,0.087221095,0.0172,0.083624987,0,0,0,0,0,0,0,0,0,66.80,,,,,,,,
39:01.3,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.7,0.741176471,0.887323944,-0.230389676,-0.061740891,-0.193014706,0.268542199,0.042,0.237868367,0,0,0,0,0,0,0,0,0,66.90,,,,,,,,
38:57.8,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68,0.684210526,0.866666667,-0.054268648,0.096590909,-0.050509956,0.069751844,0.0104,0.0674267,0,0,0,0,0,0,0,0,0,67.00,,,,,,,,
38:55.8,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.67,0.675324675,0.866666667,-0.01580711,0.096590909,-0.016027198,0.021126761,0.0033,0.020906685,0,0,0,0,0,0,0,0,0,67.10,,,,,,,,
38:55.8,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.647727273,0.95,0.086797462,0.068181818,0.071879553,0.077203965,0.0148,0.080347049,0,0,0,0,0,0,0,0,0,67.20,,,,,,,,
36:59.2,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.67,0.666666667,0.9,-0.061204999,-0.034090909,-0.072365226,0.095390525,0.0149,0.091110943,0,0,0,0,0,0,0,0,0,67.30,,,,,,,,
36:55.1,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.65,0.658227848,0.866666667,0.018502331,0.011363636,0.004371054,0.005511329,0.0009,0.005526572,0,0,0,0,0,0,0,0,0,67.40,,,,,,,,
36:55.0,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.63,0.709090909,0.65,-0.199381637,-0.034090909,-0.191840699,0.463615023,0.0395,0.380909419,0,0,0,0,0,0,0,0,0,67.50,,,,,,,,
36:55.0,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.65,0.658227848,0.866666667,-0.038477726,0.011363636,-0.044196212,0.058258643,0.0091,0.056624767,0,0,0,0,0,0,0,0,0,67.60,,,,,,,,
36:54.9,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.66,0.666666667,0.866666667,-0.076939264,0.011363636,-0.07867897,0.108651911,0.0162,0.103144783,0,0,0,0,0,0,0,0,0,67.70,,,,,,,,
36:54.8,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.64,0.630434783,0.966666667,0.01987827,0.045454545,0.015541525,0.016692749,0.0032,0.016833643,0,0,0,0,0,0,0,0,0,67.80,,,,,,,,
35:01.0,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.68,0.675,0.9,-0.04268648,-0.034090909,-0.058280719,0.076824584,0.012,0.07401651,0,0,0,0,0,0,0,0,0,67.90,,,,,,,,
34:57.7,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68,0.782608696,0.76056338,-0.114207552,-0.031986532,-0.050549451,0.076923077,0.0115,0.074107972,0,0,0,0,0,0,0,0,0,68.00,,,,,,,,
34:55.8,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.69,0.777777778,0.788732394,-0.247053872,-0.077441077,-0.140659341,0.223776224,0.032,0.201941344,0,0,0,0,0,0,0,0,0,68.10,,,,,,,,
